"Gene","logFC","AveExpr","P.Value","adj.P.Val"
"RAD23A",-0.222,10.064,0.00772,0.229
"CD79B",-0.696,10.344,0.00773,0.229
"SCYL1",0.197,14.077,0.00774,0.229
"TNFRSF6B",-0.523,8.327,0.00779,0.23
"PSMD6",-0.144,12.257,0.00782,0.231
"TRIM4",0.477,12.042,0.00784,0.231
"FAM73A",-0.385,6.588,0.00786,0.231
"DISC1",0.547,9.495,0.00787,0.231
"JAGN1",0.22,12.241,0.00794,0.233
"TMEM187",0.477,9.253,0.00798,0.234
"NUDT18",-0.34,9.865,0.00803,0.234
"MTMR11",0.47,12.403,0.00803,0.234
"SERINC2",1.059,5.529,0.00803,0.234
"ST6GALNAC3",0.907,7.389,0.00806,0.234
"GPN3",0.413,9.06,0.00806,0.234
"FRAG1",-0.334,8.459,0.00808,0.234
"NBPF15",0.284,14.454,0.0081,0.234
"TMEM182",-0.712,5.6,0.00812,0.235
"NUP88",-0.205,10.448,0.0082,0.236
"TNFRSF13C",-0.865,7.65,0.00822,0.236
"C9orf167",0.444,12.963,0.00824,0.236
"C7orf27",0.214,13.11,0.00827,0.236
"SLC13A4",1.023,4.164,0.00828,0.236
"KLHL9",0.668,11.045,0.00829,0.236
"RNF126",-0.353,13.815,0.00829,0.236
"LOC441016",0.331,8.596,0.0083,0.236
"GYS1",-0.235,10.633,0.0083,0.236
"RIMBP2",0.692,4.011,0.00832,0.236
"BCAS3",-0.286,9.525,0.00835,0.237
"PI4K2A",-0.432,9.782,0.0084,0.237
"EIF3I",-0.232,12.752,0.0084,0.237
"PABPC4",-0.279,8.177,0.0084,0.237
"LRRC8C",0.456,8.368,0.00844,0.237
"RFX7",-0.337,9.991,0.00844,0.237
"LRSAM1",-0.479,8.153,0.00845,0.237
"SNHG1",-0.536,12.326,0.00846,0.237
"MGAT2",0.549,11.083,0.00847,0.237
"MUDENG",0.277,9.989,0.00848,0.237
"MGC16385",0.648,9.805,0.0085,0.237
"ZBTB9",0.711,6.399,0.00852,0.237
"VRK1",-0.299,9.992,0.00852,0.237
"RHOXF1",-0.875,5.32,0.00853,0.237
"CHRNA10",0.533,6.403,0.00855,0.237
"LOC645676",-0.423,8.872,0.00858,0.237
"LOC388564",-0.436,10.296,0.00863,0.237
"PIGA",-0.349,8.876,0.00864,0.237
"MGC23270",1.089,4.331,0.00865,0.237
"KRT71",0.655,4.41,0.00865,0.237
"CARS2",0.251,15.061,0.00865,0.237
"PFTK1",-0.653,7.806,0.00866,0.237
"SEPT3",0.808,3.326,0.00872,0.238
"NMT1",0.403,13.668,0.00873,0.238
"PUF60",-0.188,12.99,0.00874,0.238
"LOC348751",-1.002,6.209,0.00874,0.238
"ZC3H10",0.696,8.94,0.00875,0.238
"LOC644422",-0.61,8.769,0.00876,0.238
"HGSNAT",0.267,12.216,0.00882,0.239
"FLJ33534",0.905,3.567,0.00884,0.239
"SFRS6",-0.487,9.397,0.00884,0.239
"C5orf26",-0.287,13.724,0.00887,0.239
"KIAA0040",-0.599,6.489,0.00888,0.239
"LOC729497",0.662,6.577,0.0089,0.239
"IGKV2-24",-1.065,6.154,0.00893,0.24
"GEMIN6",0.498,10.73,0.00896,0.24
"C7orf29",-0.324,10.312,0.00901,0.241
"RASGRP3",-0.645,6.766,0.00909,0.241
"PHB",-0.217,11.528,0.00912,0.241
"GOLPH3L",0.418,10.001,0.00917,0.241
"DPYSL2",0.356,13.656,0.00917,0.241
"ARL8B",0.31,12.375,0.00918,0.241
"LOC645158",-0.816,5.904,0.00918,0.241
"BRD9",-0.362,10.063,0.00918,0.241
"LOC441150",-0.418,10.265,0.00919,0.241
"SEC61G",-0.3,10.652,0.0092,0.241
"LOC100129917",1.074,6.365,0.00921,0.241
"ZNF821",-0.47,8.41,0.00923,0.241
"ALDH3A2",0.457,8.72,0.00925,0.241
"PELO",0.374,10.012,0.00926,0.241
"PPIE",-0.336,10.471,0.00926,0.241
"MYBPH",0.823,6.699,0.00928,0.241
"IGHA1",-1.253,11.8,0.00929,0.241
"IL2RA",-0.802,7.423,0.00929,0.241
"PSMG1",0.301,11.675,0.0093,0.241
"TRIM44",-0.219,10.55,0.0093,0.241
"C12orf24",0.308,8.101,0.00932,0.241
"EPS15L1",-0.284,7.41,0.00935,0.241
"RIOK2",0.372,9.791,0.00935,0.241
"TRAP1",-0.32,10.224,0.00937,0.241
"LGALS2",1.291,14.796,0.00941,0.241
"PYGM",-0.558,6.463,0.00946,0.241
"IFT57",-0.43,11.292,0.00949,0.241
"SNORD22",-0.57,8.184,0.0095,0.241
"AMMECR1",-0.269,7.493,0.00951,0.241
"FZR1",-0.389,8.836,0.00952,0.241
"FANCF",0.6,9.586,0.00952,0.241
"RAB30",-0.568,5.833,0.00952,0.241
"IGH@",-1.358,14.146,0.00953,0.241
"KIF22",-0.442,10.149,0.00953,0.241
"ZNF581",-0.436,9.357,0.00954,0.241
"ACY1",-0.415,9.192,0.00954,0.241
"DGKE",-0.982,3.945,0.00955,0.241
"TSEN34",0.313,13.594,0.00955,0.241
"UFM1",-0.309,8.408,0.00956,0.241
"ITGB7",-0.383,14.954,0.00959,0.241
"CACNA1A",0.706,5.652,0.00962,0.241
"FBXL8",-0.985,7.39,0.00962,0.241
"XCR1",0.547,6.948,0.00963,0.241
"MRPL46",0.347,11.845,0.00963,0.241
"HCCA2",-0.264,11.989,0.00965,0.241
"C9orf64",0.502,6.962,0.00966,0.241
"SLC4A1AP",-0.248,10.81,0.00966,0.241
"ZNF764",0.438,10.273,0.00967,0.241
"OR1F1",0.885,3.387,0.00969,0.241
"PSMB5",0.368,11.783,0.0097,0.241
"RMI1",0.688,10.048,0.0097,0.241
"TSC22D4",-0.297,10.823,0.00972,0.241
"TNFAIP1",0.458,10.574,0.00974,0.241
"IMPDH1",0.341,15.036,0.00979,0.241
"PGLYRP3",0.294,3.083,0.00981,0.241
"GAPVD1",0.518,11.613,0.00984,0.241
"ABCF2",-0.293,10.143,0.00985,0.241
"T",0.548,6.44,0.00985,0.241
"CAMK2N2",0.812,9.353,0.00986,0.241
"LOC100134119",-0.554,5.715,0.00987,0.241
"SERPINA10",1.085,3.527,0.00987,0.241
"BHLHE22",0.43,6.155,0.00987,0.241
"RANGRF",-0.267,12.635,0.0099,0.241
"C14orf138",-0.379,9.421,0.00991,0.241
"FBXO45",0.525,7.618,0.00992,0.241
"SEC61A2",0.497,6.102,0.00994,0.241
"EPB41L2",0.454,6.493,0.00994,0.241
"HIST1H4K",-0.385,9.77,0.00996,0.241
"GCDH",-0.305,10.803,0.00997,0.241
"BXDC5",-0.289,10.857,0.00998,0.241
"RECQL4",-0.423,8.27,0.01,0.241
"ZNF561",0.4,8.335,0.01,0.241
"ZNF777",0.307,11.104,0.01,0.241
"CBX8",0.527,6.654,0.0101,0.241
"NDUFV1",-0.276,13.451,0.0101,0.241
"IFI30",0.268,16.875,0.0101,0.241
"C11orf75",0.528,13.629,0.0101,0.241
"ESRRG",0.928,3.577,0.0101,0.241
"KIAA1522",0.578,8.41,0.0101,0.241
"MLLT4",-0.751,7.104,0.0101,0.241
"RPS27L",-0.27,13.03,0.0102,0.241
"FAR1",0.438,8.884,0.0102,0.241
"PTPLB",-0.305,9.593,0.0102,0.241
"C3orf19",0.443,9.26,0.0102,0.241
"NKX6-2",0.964,3.751,0.0102,0.241
"C7orf28A",0.247,12.983,0.0102,0.241
"C1QBP",-0.205,13.444,0.0102,0.241
"PET112L",-0.301,8.73,0.0102,0.241
"PES1",-0.296,9.003,0.0103,0.241
"ZNF22",0.324,11.603,0.0103,0.241
"C16orf80",0.266,10.419,0.0103,0.241
"TRIT1",0.333,10.139,0.0103,0.241
"GLB1",0.262,13.393,0.0103,0.241
"ZNF599",-0.574,3.383,0.0104,0.241
"ERAF",-2.084,6.138,0.0104,0.241
"DDX51",-0.295,10.857,0.0104,0.241
"CSNK1D",0.414,13.286,0.0104,0.241
"MON1B",0.354,11.422,0.0104,0.241
"RPS12",0.277,16.096,0.0104,0.241
"CD81",-0.391,13.497,0.0104,0.241
"LOC728218",-1.245,4.245,0.0104,0.241
"NCBP1",0.375,9.448,0.0104,0.241
"ASRGL1",0.415,11.276,0.0105,0.241
"TTC9C",0.528,9.638,0.0105,0.241
"ZNF438",0.438,11.236,0.0105,0.242
"C2CD2L",0.36,11.865,0.0105,0.242
"TMEM9B",0.228,14.337,0.0106,0.242
"PHF10",0.445,12.462,0.0106,0.242
"RNF115",-0.273,10.169,0.0106,0.242
"ARPC3",0.292,15.993,0.0106,0.242
"PRPF8",-0.304,13.293,0.0106,0.242
"GALM",-0.373,9.683,0.0106,0.242
"VPS37B",-0.37,11.642,0.0106,0.242
"THAP1",0.339,9.86,0.0107,0.242
"LOC400027",-0.407,9.337,0.0107,0.242
"RBPJ",0.299,12.565,0.0107,0.242
"CMAH",-0.42,8.007,0.0107,0.242
"PRPF31",-0.231,12.697,0.0107,0.242
"NFE2L1",0.197,17.533,0.0107,0.242
"FBXO42",0.233,10.472,0.0108,0.242
"CENPP",-0.63,8.091,0.0108,0.243
"GAST",0.81,4.409,0.0108,0.243
"QSOX2",-0.361,8.659,0.0109,0.244
"ZNF225",0.504,6.095,0.0109,0.244
"RAB11FIP3",-0.337,10.627,0.0109,0.244
"PELP1",-0.311,10.556,0.0109,0.244
"C11orf31",0.204,15.283,0.011,0.245
"FAM30A",-0.683,10.368,0.011,0.245
"CCR1",0.965,12.341,0.0111,0.245
"KIAA0652",-0.309,9.569,0.0111,0.245
"CRYBB2",-0.504,7.819,0.0111,0.245
"ZNF26",-0.387,8.96,0.0111,0.245
"CD37",-0.257,12.549,0.0111,0.245
"MYLPF",0.749,3.679,0.0111,0.245
"NRF1",-0.317,6.657,0.0111,0.245
"LOC100131785",0.355,9.944,0.0111,0.245
"PPM1D",0.552,8.915,0.0111,0.245
"SSR4",-0.297,13.688,0.0112,0.246
"CCNL1",-0.408,12.307,0.0112,0.246
"MGC16142",0.984,4.6,0.0112,0.246
"NOTCH4",0.511,9.247,0.0112,0.246
"DAPK2",-0.774,7.675,0.0113,0.247
"C7orf40",-0.566,11.634,0.0113,0.247
"NUP133",0.402,10.019,0.0113,0.247
"OAZ1",0.214,18.388,0.0114,0.247
"MCPH1",-0.287,7.292,0.0114,0.247
"GIMAP1",0.47,14.098,0.0114,0.247
"PLXDC1",0.786,9.713,0.0114,0.247
"TWSG1",0.681,6.412,0.0114,0.248
"CCDC124",-0.305,10.571,0.0115,0.249
"ATOH8",1.513,6.811,0.0115,0.249
"SMARCB1",-0.315,8.027,0.0115,0.249
"ARFGAP2",-0.326,9.564,0.0115,0.249
"CDRT4",-0.51,6.529,0.0116,0.249
"PAFAH2",0.433,8.796,0.0116,0.249
"GAS5",-0.463,13.059,0.0116,0.249
"OR8H1",0.652,3.336,0.0116,0.25
"SP1",0.414,8.32,0.0117,0.25
"ZNF629",0.355,11.606,0.0117,0.25
"C20orf149",-0.445,14.757,0.0117,0.25
"CNNM2",-0.735,4.74,0.0117,0.25
"IMPA2",0.444,13.09,0.0118,0.251
"USP12",-0.543,5.724,0.0118,0.251
"OSTCL",0.252,11.059,0.0118,0.251
"ZNF791",-0.208,8.043,0.0118,0.251
"SENP6",-0.344,10.209,0.0118,0.251
"CHAF1B",-0.354,8.288,0.0118,0.251
"SLC22A2",1.321,3.559,0.0119,0.251
"GPR120",0.739,5.603,0.0119,0.251
"ZNF181",0.356,6.981,0.0119,0.251
"C4orf38",0.846,3.609,0.0119,0.251
"C9orf97",0.308,7.763,0.0119,0.251
"KIAA0913",0.512,6.211,0.0119,0.251
"ASB4",0.565,5.543,0.012,0.251
"C16orf72",0.499,10.748,0.012,0.252
"ZADH2",-0.29,11.034,0.012,0.252
"CXCR4",-0.844,16.236,0.012,0.252
"CSAD",0.379,7.549,0.012,0.252
"HOMEZ",0.573,8.37,0.0121,0.252
"ERN1",-0.385,10.245,0.0121,0.252
"CWC22",0.352,8.419,0.0121,0.252
"DNAH7",1.077,4.195,0.0121,0.252
"MYO1G",-0.366,12.873,0.0122,0.252
"FAM27L",1.239,4.557,0.0122,0.252
"KIAA0174",0.221,13.506,0.0122,0.252
"LOC644950",0.375,15.538,0.0122,0.252
"GLRXL",0.494,10.22,0.0123,0.252
"H3F3A",0.262,17.499,0.0123,0.252
"HBQ1",-1.189,9.324,0.0123,0.252
"ZNF121",-0.691,5.247,0.0123,0.252
"LOC729259",-0.22,14.977,0.0123,0.252
"CCT7",-0.186,13.273,0.0123,0.252
"SLC16A5",0.292,12.928,0.0123,0.252
"LOC646672",-0.24,15.18,0.0123,0.252
"PNPLA8",0.372,11.104,0.0123,0.252
"LOC57228",-0.362,7.494,0.0124,0.252
"PARP6",-0.236,10.812,0.0124,0.252
"TMOD2",0.895,5.16,0.0124,0.252
"SGCE",-1.124,5.794,0.0124,0.252
"SULT4A1",0.945,4.007,0.0124,0.252
"EIF2B2",0.31,10.519,0.0124,0.253
"ZNF696",0.676,8.614,0.0124,0.253
"UMPS",0.51,10.508,0.0125,0.253
"ZBTB45",0.247,12.169,0.0125,0.254
"PRSS3",-1.339,4.923,0.0126,0.255
"SLC31A1",0.579,9.038,0.0126,0.255
"CD40",-0.579,8.778,0.0126,0.255
"MAF",-0.461,11.498,0.0127,0.256
"SMARCD1",-0.358,10.445,0.0127,0.256
"PELI3",0.333,10.466,0.0127,0.256
"C22orf9",0.313,15.2,0.0127,0.256
"NDUFA13",-0.24,13.418,0.0127,0.256
"MAP3K2",0.217,10.209,0.0128,0.256
"PPM1A",-0.295,12.248,0.0128,0.256
"HBA2",-1.697,15.551,0.0128,0.256
"PI4KA",-0.268,12.533,0.0128,0.256
"MRPL21",-0.273,12.589,0.0128,0.256
"TMTC1",-1.47,8.053,0.0128,0.256
"GNAI2",-0.258,11.503,0.0129,0.256
"SCLY",-0.3,9.11,0.0129,0.256
"TEX2",0.297,9.502,0.013,0.256
"COX7B",-0.343,11.037,0.013,0.256
"MAGOH",-0.382,10.778,0.013,0.256
"FBXO5",0.502,7.942,0.013,0.256
"SERPINH1",0.676,5.8,0.013,0.256
"MAP4K2",-0.483,10.29,0.013,0.256
"WFS1",-0.474,7.388,0.013,0.256
"CD4",0.401,13.924,0.013,0.256
"SIPA1L2",0.528,8.053,0.0131,0.256
"BCAS2",-0.269,11.068,0.0131,0.256
"KIAA0574",0.732,3.769,0.0131,0.256
"FKSG24",0.257,10.185,0.0131,0.256
"HCG26",-0.409,8.5,0.0131,0.256
"GIPC1",-0.381,8.344,0.0131,0.256
"ZNF212",0.374,9.746,0.0131,0.256
"OBFC2B",-0.273,8.413,0.0132,0.256
"PRAF2",-0.311,9.954,0.0132,0.256
"C7orf64",0.633,7.625,0.0132,0.257
"MFAP3",0.477,7.838,0.0132,0.257
"KTI12",-0.349,7.918,0.0132,0.257
"NGRN",0.432,9.71,0.0133,0.258
"OGG1",0.332,10.848,0.0134,0.26
"LOC646719",-0.429,7.62,0.0135,0.26
"OCRL",0.315,9.192,0.0135,0.26
"KIF11",-0.555,5.797,0.0135,0.26
"HCCS",0.248,10.804,0.0135,0.261
"LOC728820",-0.282,12.447,0.0136,0.262
"H1FNT",0.599,6.776,0.0137,0.263
"FOXN2",-0.309,11.412,0.0137,0.263
"ZNF155",0.664,5.773,0.0137,0.263
"NDUFA9",-0.209,12.028,0.0137,0.263
"ECT2",0.364,9.19,0.0137,0.263
"CACNG7",1.07,6.762,0.0138,0.264
"ZNF625",-0.362,10.408,0.0138,0.264
"QTRTD1",0.339,10.261,0.0138,0.264
"MRFAP1L1",0.264,12.816,0.0139,0.265
"SMOC1",0.582,5.057,0.0139,0.265
"RCOR1",0.233,10.548,0.0139,0.265
"GIMAP8",0.718,11.617,0.0139,0.265
"SCAND1",-0.361,10.225,0.0139,0.265
"ZNF350",0.357,9.927,0.014,0.265
"C15orf28",0.715,13.519,0.014,0.265
"hCG_1732469",0.773,3.885,0.014,0.265
"TRIM28",-0.218,11.548,0.0141,0.266
"CDYL",0.415,8.234,0.0141,0.266
"COPE",-0.308,11.926,0.0141,0.266
"HNRNPM",-0.215,14.826,0.0141,0.266
"TBC1D1",0.566,10.355,0.0141,0.266
"C6orf129",-0.326,10.634,0.0142,0.266
"L3MBTL2",-0.249,11.008,0.0143,0.266
"YRDC",-0.489,10.995,0.0143,0.266
"ERH",-0.215,13.071,0.0143,0.266
"UBE2W",0.334,9.844,0.0143,0.266
"LOC25845",-0.319,9.262,0.0143,0.266
"STIM1",-0.293,9.23,0.0143,0.266
"RNF146",0.508,10.402,0.0143,0.266
"UNC13D",-0.358,11.209,0.0143,0.266
"EPB41",-0.347,7.352,0.0144,0.266
"NDNL2",-0.373,12.276,0.0144,0.266
"F7",1.001,4.42,0.0144,0.266
"ENAH",-1.03,3.748,0.0144,0.266
"EPC2",0.333,10.39,0.0144,0.266
"WDR3",0.37,10.221,0.0144,0.266
"EAF2",-0.409,11.232,0.0145,0.266
"LOC149478",1.154,4.849,0.0145,0.266
"COG8",-0.207,11.31,0.0145,0.266
"XIRP2",-1.129,3.864,0.0145,0.266
"MATR3",-0.261,11.021,0.0145,0.266
"PRDX2",-0.414,11.353,0.0145,0.266
"PRDX3",0.281,11.245,0.0145,0.266
"CKLF",0.247,12.575,0.0146,0.266
"hCG_19809",-0.258,14.056,0.0146,0.266
"KCTD5",0.261,10.688,0.0146,0.266
"FRMPD2",0.465,3.137,0.0146,0.266
"KIAA1383",0.663,6.421,0.0146,0.266
"WDR49",0.978,4.598,0.0146,0.266
"TDP1",0.259,10.628,0.0146,0.266
"PLXNC1",0.538,8.571,0.0146,0.266
"FGL2",0.508,14.598,0.0146,0.266
"SFT2D1",0.244,12.589,0.0146,0.266
"HCRTR1",0.794,9.377,0.0147,0.266
"OTUB1",-0.32,11.011,0.0147,0.267
"SNRPD1",-0.23,13.424,0.0147,0.267
"SPTBN1",-0.611,7.497,0.0147,0.267
"RAD54B",0.598,5.572,0.0148,0.267
"ZNF99",0.637,7.673,0.0148,0.267
"C19orf62",-0.185,11.878,0.0148,0.267
"THAP4",-0.211,11.689,0.0148,0.267
"ARMC10",0.185,10.359,0.0148,0.267
"C21orf57",-0.715,9.365,0.0148,0.267
"MS4A6A",0.454,13.447,0.0148,0.267
"PGAM2",0.8,4.105,0.0149,0.267
"MASP2",0.87,5.362,0.0149,0.267
"DTNB",-0.376,8.551,0.0149,0.267
"IFRG15",-0.399,5.686,0.0149,0.267
"MDFIC",-0.333,10.296,0.015,0.267
"DIAPH1",0.251,15.896,0.015,0.267
"ZCCHC9",0.251,10.838,0.015,0.268
"C21orf109",1.447,5.379,0.015,0.268
"SEPT14",0.555,7.473,0.015,0.268
"RHOF",-0.34,9.851,0.0151,0.268
"C11orf51",-0.267,9.531,0.0151,0.268
"ATP6V0A2",0.234,9.251,0.0151,0.268
"GAA",0.373,14.957,0.0151,0.268
"MAD2L1",-0.335,8.444,0.0152,0.269
"ARHGAP1",0.201,14.323,0.0152,0.269
"LOC390612",-0.23,13.504,0.0153,0.269
"LOC100133075",0.39,7.647,0.0153,0.269
"GRK6",-0.297,12.998,0.0153,0.269
"LILRA1",0.381,12.272,0.0153,0.269
"IWS1",0.437,8.434,0.0153,0.269
"TBL3",-0.422,7.515,0.0153,0.269
"PPP6C",-0.204,11.495,0.0153,0.269
"FCN3",0.672,4.656,0.0154,0.269
"RFNG",-0.305,8.405,0.0154,0.269
"NTRK2",0.991,4.584,0.0154,0.269
"POLR1D",-0.297,11.429,0.0154,0.269
"SLC25A23",-0.503,8.331,0.0154,0.269
"NAIP",0.497,11.943,0.0154,0.269
"FTO",-0.258,9.929,0.0155,0.269
"ZNF785",1.004,5.137,0.0155,0.269
"HBA1",-1.651,15.535,0.0155,0.269
"DHX33",0.238,8.028,0.0155,0.269
"TMEM184C",0.371,9.666,0.0155,0.269
"HSPD1P5",0.691,3.542,0.0155,0.269
"TMEM33",0.315,10.286,0.0155,0.269
"DYNC2H1",-0.571,6.189,0.0156,0.269
"MLH3",0.536,6.773,0.0156,0.269
"UBTD2",0.44,6.899,0.0156,0.269
"DSE",0.411,11.564,0.0156,0.269
"VPS33A",-0.187,9.809,0.0156,0.269
"SETD1A",-0.397,7.4,0.0157,0.27
"CYFIP2",-0.474,13.456,0.0157,0.27
"CTSS",0.416,15.573,0.0157,0.27
"ZNF507",-0.639,7.743,0.0157,0.27
"RPL29",-0.286,15.423,0.0157,0.27
"BUD31",-0.205,11.088,0.0158,0.27
"MRPL32",0.286,12.499,0.0158,0.27
"MOSPD2",0.639,8.933,0.0158,0.27
"TTC23L",1.292,5.722,0.0158,0.27
"RAB35",0.376,13.39,0.0158,0.27
"C17orf49",-0.303,12.284,0.0158,0.27
"C1orf84",0.645,5.744,0.0159,0.27
"RPS14",0.182,17.88,0.0159,0.27
"TRIM10",0.59,9.728,0.0159,0.27
"FEM1B",-0.671,9.444,0.0159,0.27
"TRPS1",0.417,8.977,0.0159,0.27
"RPL29P2",-0.31,12.486,0.0159,0.27
"ANGPTL6",-0.55,7.406,0.0159,0.27
"HSPH1",0.452,12.047,0.0159,0.27
"NEBL",1.628,3.717,0.016,0.27
"DERA",0.191,12.328,0.016,0.27
"GIGYF2",0.364,11.032,0.0161,0.271
"LOC100128961",0.766,10.446,0.0161,0.271
"IGLV6-57",-0.704,8.571,0.0161,0.271
"RCOR2",0.272,17.947,0.0161,0.271
"PDPR",-0.484,10.693,0.0161,0.271
"C11orf42",0.423,5.937,0.0161,0.271
"CDC5L",0.361,11.042,0.0161,0.271
"MRPL11",-0.256,9.557,0.0162,0.271
"IGKV1-5",-0.996,9.345,0.0162,0.271
"SMCR5",0.393,8.941,0.0162,0.271
"DOCK8",0.27,13.243,0.0162,0.271
"NIPSNAP3A",0.329,10.72,0.0162,0.271
"DYNLL2",-0.574,11.713,0.0162,0.271
"PRH2",-0.597,6.075,0.0163,0.271
"TAS1R1",0.428,7.813,0.0163,0.271
"MED14",0.339,7.217,0.0163,0.271
"SAMD12",-1.026,4.492,0.0164,0.271
"CTSB",0.562,14.43,0.0164,0.271
"VTA1",0.284,9.365,0.0164,0.271
"CENPJ",-0.286,8.824,0.0164,0.271
"REC8",-0.404,10.592,0.0164,0.271
"USH1G",0.479,3.197,0.0164,0.272
"EFR3A",0.241,11.871,0.0165,0.272
"B3GNT4",0.525,3.291,0.0165,0.272
"CADM1",-0.767,7.347,0.0165,0.272
"WDR41",0.409,9.411,0.0166,0.272
"BRD2",0.228,15.092,0.0166,0.272
"MUC5AC",0.478,7.075,0.0166,0.272
"SMCR7L",0.377,11.642,0.0166,0.272
"PACS2",-0.301,9.368,0.0166,0.272
"ANGPTL2",0.611,4.591,0.0166,0.272
"ZNF101",-0.552,11.553,0.0166,0.272
"NAPA",-0.309,8.595,0.0167,0.272
"ERVWE1",0.347,3.103,0.0167,0.272
"MYST3",-0.286,11.747,0.0167,0.272
"ADRBK1",-0.445,11.665,0.0168,0.272
"IGHM",-0.827,13.461,0.0168,0.272
"ZNF137",0.409,8.363,0.0168,0.272
"ITFG2",-0.239,9.649,0.0168,0.272
"WDR54",-0.375,10.443,0.0168,0.272
"C14orf119",0.451,11.75,0.0168,0.272
"ASPHD1",0.788,4.327,0.0168,0.272
"CYP4F8",-0.754,5.31,0.0168,0.272
"LRRC40",0.303,9.479,0.0169,0.272
"ZKSCAN3",0.641,5.874,0.0169,0.272
"TMBIM4",0.182,12.474,0.0169,0.272
"TTC35",0.429,9.863,0.0169,0.272
"CCDC64B",-0.785,4.58,0.0169,0.272
"C8orf60",-0.517,8.458,0.017,0.272
"TMC8",-0.5,13.633,0.017,0.272
"EIF3A",0.283,15.325,0.017,0.272
"DMAP1",-0.365,12.328,0.017,0.272
"NCOR1",0.348,11.256,0.017,0.272
"MTF1",0.283,12.735,0.017,0.272
"NARF",-0.239,12.085,0.017,0.272
"KIAA0922",0.272,8.155,0.017,0.272
"ACTRT2",-1.173,3.855,0.017,0.272
"FBXO25",-0.218,11.781,0.017,0.272
"VARS",-0.337,9.994,0.017,0.272
"KATNB1",-0.319,9.229,0.017,0.272
"SGMS2",0.705,5.9,0.0171,0.272
"FKRP",0.196,8.849,0.0171,0.272
"NSFL1C",-0.241,9.834,0.0172,0.273
"ZMYM6",0.286,11.754,0.0172,0.273
"PSMD5",0.303,9.075,0.0172,0.273
"CISD2",0.194,10.042,0.0173,0.273
"IPO4",-0.315,10.052,0.0173,0.273
"TNFRSF14",0.233,14.335,0.0173,0.273
"DOLK",0.535,8.778,0.0173,0.273
"FBXO30",0.487,9.131,0.0174,0.273
"GPR20",0.512,9.575,0.0174,0.273
"ACSL6",-0.556,8.084,0.0174,0.273
"NF2",0.211,12.526,0.0174,0.273
"TLE3",-0.395,9.64,0.0174,0.273
"HIST1H2BD",-0.506,11.123,0.0174,0.274
"SP3",0.324,12.058,0.0174,0.274
"CDC42SE2",-0.239,14.311,0.0175,0.274
"FASN",-0.622,5.425,0.0175,0.274
"B3GAT3",-0.405,9.501,0.0176,0.274
"UMOD",0.321,5.935,0.0176,0.274
"HSD17B12",0.363,10.666,0.0176,0.274
"NPHP1",-1.042,5.274,0.0176,0.274
"RNF182",-1.088,3.782,0.0176,0.274
"GLIPR1",0.444,12.478,0.0177,0.274
"IQCF3",0.338,3.17,0.0177,0.274
"ZDHHC5",0.216,10.733,0.0177,0.274
"SGK3",0.265,10.98,0.0177,0.274
"MGC42105",0.518,3.284,0.0177,0.274
"ZNF232",0.541,8.096,0.0177,0.274
"CPT1B",-0.6,10.809,0.0177,0.274
"USP19",-0.227,8.912,0.0177,0.274
"IQCE",0.262,10.935,0.0178,0.274
"MGAT4A",-0.52,11.391,0.0178,0.274
"NPC2",0.345,15.707,0.0178,0.274
"PIGQ",-0.29,9.711,0.0178,0.274
"HSPA1A",0.654,14.461,0.0178,0.274
"GADD45GIP1",-0.259,12.138,0.0178,0.274
"MSR1",1.207,6.247,0.0178,0.274
"LOC100128252",1.455,5.832,0.0178,0.274
"SERPINA6",0.43,4.768,0.0179,0.274
"GHDC",-0.312,8.965,0.0179,0.274
"ERGIC3",-0.248,11.897,0.0179,0.274
"TMEM199",0.22,10.472,0.0179,0.274
"ATP6V1B2",0.419,12.356,0.0179,0.274
"WDR43",-0.271,8.537,0.0179,0.274
"C2orf49",0.483,7.34,0.0179,0.274
"SOX13",-0.895,5.421,0.018,0.274
"KIAA0746",-0.371,11.793,0.018,0.274
"ZBTB25",-0.425,8.65,0.018,0.274
"STX7",0.521,8.977,0.018,0.274
"SEC11C",-0.262,12.891,0.018,0.274
"HBD",-1.738,14.665,0.018,0.274
"CTRL",-0.364,8.922,0.018,0.274
"WDR53",0.268,9.579,0.0181,0.274
"ATP6V0E1",0.261,13.684,0.0181,0.274
"FAM124B",0.623,6.023,0.0181,0.274
"CPNE6",0.334,6.291,0.0181,0.274
"GZF1",-0.412,8.758,0.0181,0.274
"GALNT7",0.262,9.922,0.0181,0.274
"WDR64",0.857,3.665,0.0182,0.274
"LOC646936",1.386,6.231,0.0182,0.274
"C1orf163",0.255,8.871,0.0182,0.274
"GAK",-0.35,12.898,0.0182,0.274
"NSD1",-0.242,10.138,0.0182,0.274
"TDG",0.243,12.365,0.0182,0.274
"WBSCR16",-0.282,9.471,0.0183,0.274
"MYO1E",0.564,7.388,0.0183,0.274
"ZNF565",0.276,8.169,0.0183,0.274
"HBBP1",-1.017,3.889,0.0184,0.275
"SLC39A2",0.624,3.887,0.0184,0.275
"C17orf71",0.329,9.6,0.0184,0.275
"NAV1",0.464,6.886,0.0185,0.275
"GPRC5D",-1.107,3.992,0.0185,0.275
"PI3",-0.912,4.76,0.0185,0.275
"C10orf4",-0.279,9.67,0.0185,0.275
"ISCA1",-0.304,8.705,0.0186,0.276
"ECHDC1",0.2,12.983,0.0186,0.276
